fl,fi,L,p_any,expected_n_civ
0.0001,0.24244620170823308,1000.0,3.889104882581762e-08,3.889104961242034e-08
0.00014251026703029993,0.24244620170823308,1000.0,5.542373715528015e-08,5.542373865354665e-08
0.00020309176209047368,0.24244620170823308,1000.0,7.89845148174706e-08,7.898451795334479e-08
0.0002894266124716752,0.24244620170823308,1000.0,1.1256104115453525e-07,1.1256104744790672e-07
0.0004124626382901352,0.24244620170823308,1000.0,1.604110364539224e-07,1.6041104929011433e-07
0.0005878016072274912,0.24244620170823308,1000.0,2.2860218851228353e-07,2.286022146894477e-07
0.0008376776400682924,0.24244620170823308,1000.0,3.2578157349583137e-07,3.2578162659111144e-07
0.001193776641714437,0.24244620170823308,1000.0,4.6427215816269296e-07,4.64272265990647e-07
0.0017012542798525892,0.24244620170823308,1000.0,6.616354271127278e-07,6.616356460108947e-07
0.002424462017082331,0.24244620170823308,1000.0,9.428982813419751e-07,9.428987258977761e-07
0.003455107294592222,0.24244620170823308,1000.0,1.34372658933124e-06,1.343727492102215e-06
0.004923882631706742,0.24244620170823308,1000.0,1.9149478036606382e-06,1.914949637154417e-06
0.00701703828670383,0.24244620170823308,1000.0,2.7289961176402144e-06,2.7289998414045156e-06
0.01,0.24244620170823308,1000.0,3.889097398679375e-06,3.889104961242034e-06
0.014251026703029992,0.24244620170823308,1000.0,5.542358506471778e-06,5.542373865354664e-06
0.02030917620904739,0.24244620170823308,1000.0,7.898420602669987e-06,7.898451795334484e-06
0.028942661247167517,0.24244620170823308,1000.0,1.1256041395069083e-05,1.1256104744790673e-05
0.041246263829013564,0.24244620170823308,1000.0,1.6040976271280982e-05,1.6041104929011448e-05
0.05878016072274912,0.24244620170823308,1000.0,2.285996017625802e-05,2.2860221468944774e-05
0.08376776400682924,0.24244620170823308,1000.0,3.257763199682184e-05,3.257816265911115e-05
0.11937766417144383,0.24244620170823308,1000.0,4.642614887273577e-05,4.642722659906475e-05
0.17012542798525893,0.24244620170823308,1000.0,6.616137584203319e-05,6.616356460108947e-05
0.24244620170823308,0.24244620170823308,1000.0,9.428542744227553e-05,9.428987258977759e-05
0.34551072945922184,0.24244620170823308,1000.0,0.00013436372160235965,0.00013437274921022135
0.49238826317067413,0.24244620170823308,1000.0,0.00019147662973661994,0.00019149496371544163
0.7017038286703837,0.24244620170823308,1000.0,0.0002728627503501002,0.0002728999841404519
1.0,0.24244620170823308,1000.0,0.00038883488028729207,0.00038891049612420326
1e-06,0.34551072945922184,1000.0,5.542374337252909e-10,5.542373865354653e-10
1.4251026703029992e-06,0.34551072945922184,1000.0,7.898451892529579e-10,7.89845179533447e-10
2.030917620904735e-06,0.34551072945922184,1000.0,1.1256104937018563e-09,1.125610474479065e-09
2.894266124716752e-06,0.34551072945922184,1000.0,1.6041105110886633e-09,1.6041104929011417e-09
4.124626382901348e-06,0.34551072945922184,1000.0,2.286022149355915e-09,2.286022146894472e-09
5.878016072274912e-06,0.34551072945922184,1000.0,3.257816238999567e-09,3.2578162659111076e-09
8.376776400682924e-06,0.34551072945922184,1000.0,4.642722650771702e-09,4.642722659906465e-09
1.1937766417144358e-05,0.34551072945922184,1000.0,6.616356462707529e-09,6.6163564601089335e-09
1.7012542798525893e-05,0.34551072945922184,1000.0,9.428987257642518e-09,9.428987258977743e-09
2.424462017082331e-05,0.34551072945922184,1000.0,1.3437274959393619e-08,1.3437274921022137e-08
3.455107294592218e-05,0.34551072945922184,1000.0,1.9149496210957295e-08,1.9149496371544128e-08
4.9238826317067415e-05,0.34551072945922184,1000.0,2.728999803913723e-08,2.7289998414045134e-08
7.017038286703837e-05,0.34551072945922184,1000.0,3.889104882581762e-08,3.889104961242034e-08
0.0001,0.34551072945922184,1000.0,5.542373715528015e-08,5.542373865354653e-08
0.00014251026703029993,0.34551072945922184,1000.0,7.89845148174706e-08,7.898451795334472e-08
0.00020309176209047368,0.34551072945922184,1000.0,1.1256104115453525e-07,1.1256104744790662e-07
0.0002894266124716752,0.34551072945922184,1000.0,1.604110364539224e-07,1.6041104929011414e-07
0.0004124626382901352,0.34551072945922184,1000.0,2.2860218851228353e-07,2.2860221468944745e-07
0.0005878016072274912,0.34551072945922184,1000.0,3.2578157349583137e-07,3.2578162659111075e-07
0.0008376776400682924,0.34551072945922184,1000.0,4.6427215816269296e-07,4.6427226599064656e-07
0.001193776641714437,0.34551072945922184,1000.0,6.616354271127278e-07,6.61635646010894e-07
0.0017012542798525892,0.34551072945922184,1000.0,9.428982813419751e-07,9.428987258977742e-07
0.002424462017082331,0.34551072945922184,1000.0,1.34372658933124e-06,1.3437274921022135e-06
0.003455107294592222,0.34551072945922184,1000.0,1.9149478036606382e-06,1.914949637154415e-06
0.004923882631706742,0.34551072945922184,1000.0,2.7289961176402144e-06,2.7289998414045135e-06
0.00701703828670383,0.34551072945922184,1000.0,3.889097398679375e-06,3.889104961242029e-06
0.01,0.34551072945922184,1000.0,5.542358506471778e-06,5.542373865354653e-06
0.014251026703029992,0.34551072945922184,1000.0,7.898420602669987e-06,7.898451795334473e-06
0.02030917620904739,0.34551072945922184,1000.0,1.1256041395069083e-05,1.1256104744790671e-05
0.028942661247167517,0.34551072945922184,1000.0,1.6040976271280982e-05,1.6041104929011417e-05
0.041246263829013564,0.34551072945922184,1000.0,2.285996017625802e-05,2.2860221468944774e-05
0.05878016072274912,0.34551072945922184,1000.0,3.257763199682184e-05,3.257816265911107e-05
0.08376776400682924,0.34551072945922184,1000.0,4.642614887273577e-05,4.6427226599064654e-05
0.11937766417144383,0.34551072945922184,1000.0,6.616137584203319e-05,6.616356460108948e-05
0.17012542798525893,0.34551072945922184,1000.0,9.428542744227553e-05,9.428987258977742e-05
0.24244620170823308,0.34551072945922184,1000.0,0.00013436372160235965,0.00013437274921022135
0.34551072945922184,0.34551072945922184,1000.0,0.00019147662973661994,0.00019149496371544128
0.49238826317067413,0.34551072945922184,1000.0,0.0002728627503501002,0.0002728999841404513
0.7017038286703837,0.34551072945922184,1000.0,0.00038883488028729207,0.00038891049612420337
1.0,0.34551072945922184,1000.0,0.0005540838254619596,0.0005542373865354652
1e-06,0.49238826317067413,1000.0,7.898451892529579e-10,7.89845179533447e-10
1.4251026703029992e-06,0.49238826317067413,1000.0,1.1256104937018563e-09,1.1256104744790672e-09
2.030917620904735e-06,0.49238826317067413,1000.0,1.6041105110886633e-09,1.604110492901141e-09
2.894266124716752e-06,0.49238826317067413,1000.0,2.286022149355915e-09,2.286022146894477e-09
4.124626382901348e-06,0.49238826317067413,1000.0,3.257816238999567e-09,3.2578162659111072e-09
5.878016072274912e-06,0.49238826317067413,1000.0,4.642722650771702e-09,4.642722659906465e-09
8.376776400682924e-06,0.49238826317067413,1000.0,6.616356462707529e-09,6.616356460108946e-09
1.1937766417144358e-05,0.49238826317067413,1000.0,9.428987257642518e-09,9.42898725897774e-09
1.7012542798525893e-05,0.49238826317067413,1000.0,1.3437274959393619e-08,1.3437274921022137e-08
2.424462017082331e-05,0.49238826317067413,1000.0,1.9149496210957295e-08,1.9149496371544167e-08
3.455107294592218e-05,0.49238826317067413,1000.0,2.728999803913723e-08,2.728999841404513e-08
4.9238826317067415e-05,0.49238826317067413,1000.0,3.889104882581762e-08,3.889104961242033e-08
7.017038286703837e-05,0.49238826317067413,1000.0,5.542373715528015e-08,5.542373865354663e-08
0.0001,0.49238826317067413,1000.0,7.89845148174706e-08,7.89845179533447e-08
0.00014251026703029993,0.49238826317067413,1000.0,1.1256104115453525e-07,1.1256104744790674e-07
0.00020309176209047368,0.49238826317067413,1000.0,1.604110364539224e-07,1.6041104929011428e-07
0.0002894266124716752,0.49238826317067413,1000.0,2.2860218851228353e-07,2.2860221468944764e-07
0.0004124626382901352,0.49238826317067413,1000.0,3.2578157349583137e-07,3.2578162659111107e-07
0.0005878016072274912,0.49238826317067413,1000.0,4.6427215816269296e-07,4.642722659906465e-07
0.0008376776400682924,0.49238826317067413,1000.0,6.616354271127278e-07,6.616356460108947e-07
0.001193776641714437,0.49238826317067413,1000.0,9.428982813419751e-07,9.428987258977748e-07
0.0017012542798525892,0.49238826317067413,1000.0,1.34372658933124e-06,1.3437274921022133e-06
0.002424462017082331,0.49238826317067413,1000.0,1.9149478036606382e-06,1.9149496371544167e-06
0.003455107294592222,0.49238826317067413,1000.0,2.7289961176402144e-06,2.7289998414045156e-06
0.004923882631706742,0.49238826317067413,1000.0,3.889097398679375e-06,3.889104961242034e-06
0.00701703828670383,0.49238826317067413,1000.0,5.542358506471778e-06,5.542373865354658e-06
0.01,0.49238826317067413,1000.0,7.898420602669987e-06,7.89845179533447e-06
0.014251026703029992,0.49238826317067413,1000.0,1.1256041395069083e-05,1.1256104744790671e-05
0.02030917620904739,0.49238826317067413,1000.0,1.6040976271280982e-05,1.6041104929011444e-05
0.028942661247167517,0.49238826317067413,1000.0,2.285996017625802e-05,2.2860221468944767e-05
0.041246263829013564,0.49238826317067413,1000.0,3.257763199682184e-05,3.257816265911114e-05
0.05878016072274912,0.49238826317067413,1000.0,4.642614887273577e-05,4.6427226599064654e-05
0.08376776400682924,0.49238826317067413,1000.0,6.616137584203319e-05,6.616356460108947e-05
0.11937766417144383,0.49238826317067413,1000.0,9.428542744227553e-05,9.428987258977759e-05
0.17012542798525893,0.49238826317067413,1000.0,0.00013436372160235965,0.00013437274921022135
0.24244620170823308,0.49238826317067413,1000.0,0.00019147662973661994,0.00019149496371544163
0.34551072945922184,0.49238826317067413,1000.0,0.0002728627503501002,0.00027289998414045127
0.49238826317067413,0.49238826317067413,1000.0,0.00038883488028729207,0.00038891049612420326
0.7017038286703837,0.49238826317067413,1000.0,0.0005540838254619596,0.0005542373865354664
1.0,0.49238826317067413,1000.0,0.0007895333341325639,0.000789845179533447
1e-06,0.7017038286703837,1000.0,1.1256104937018563e-09,1.1256104744790672e-09
1.4251026703029992e-06,0.7017038286703837,1000.0,1.6041105110886633e-09,1.6041104929011446e-09
2.030917620904735e-06,0.7017038286703837,1000.0,2.286022149355915e-09,2.286022146894477e-09
2.894266124716752e-06,0.7017038286703837,1000.0,3.257816238999567e-09,3.2578162659111147e-09
4.124626382901348e-06,0.7017038286703837,1000.0,4.642722650771702e-09,4.642722659906465e-09
5.878016072274912e-06,0.7017038286703837,1000.0,6.616356462707529e-09,6.6163564601089476e-09
8.376776400682924e-06,0.7017038286703837,1000.0,9.428987257642518e-09,9.42898725897776e-09
1.1937766417144358e-05,0.7017038286703837,1000.0,1.3437274959393619e-08,1.3437274921022137e-08
1.7012542798525893e-05,0.7017038286703837,1000.0,1.9149496210957295e-08,1.9149496371544167e-08
2.424462017082331e-05,0.7017038286703837,1000.0,2.728999803913723e-08,2.728999841404519e-08
3.455107294592218e-05,0.7017038286703837,1000.0,3.889104882581762e-08,3.889104961242033e-08
4.9238826317067415e-05,0.7017038286703837,1000.0,5.542373715528015e-08,5.5423738653546644e-08
7.017038286703837e-05,0.7017038286703837,1000.0,7.89845148174706e-08,7.898451795334487e-08
0.0001,0.7017038286703837,1000.0,1.1256104115453525e-07,1.1256104744790674e-07
0.00014251026703029993,0.7017038286703837,1000.0,1.604110364539224e-07,1.604110492901145e-07
0.00020309176209047368,0.7017038286703837,1000.0,2.2860218851228353e-07,2.2860221468944793e-07
0.0002894266124716752,0.7017038286703837,1000.0,3.2578157349583137e-07,3.257816265911114e-07
0.0004124626382901352,0.7017038286703837,1000.0,4.6427215816269296e-07,4.64272265990647e-07
0.0005878016072274912,0.7017038286703837,1000.0,6.616354271127278e-07,6.616356460108947e-07
0.0008376776400682924,0.7017038286703837,1000.0,9.428982813419751e-07,9.428987258977761e-07
0.001193776641714437,0.7017038286703837,1000.0,1.34372658933124e-06,1.343727492102215e-06
0.0017012542798525892,0.7017038286703837,1000.0,1.9149478036606382e-06,1.9149496371544167e-06
0.002424462017082331,0.7017038286703837,1000.0,2.7289961176402144e-06,2.728999841404519e-06
0.003455107294592222,0.7017038286703837,1000.0,3.889097398679375e-06,3.889104961242037e-06
0.004923882631706742,0.7017038286703837,1000.0,5.542358506471778e-06,5.542373865354664e-06
0.00701703828670383,0.7017038286703837,1000.0,7.898420602669987e-06,7.89845179533448e-06
0.01,0.7017038286703837,1000.0,1.1256041395069083e-05,1.1256104744790673e-05
0.014251026703029992,0.7017038286703837,1000.0,1.6040976271280982e-05,1.6041104929011448e-05
0.02030917620904739,0.7017038286703837,1000.0,2.285996017625802e-05,2.286022146894481e-05
0.028942661247167517,0.7017038286703837,1000.0,3.257763199682184e-05,3.257816265911115e-05
0.041246263829013564,0.7017038286703837,1000.0,4.642614887273577e-05,4.642722659906475e-05
0.05878016072274912,0.7017038286703837,1000.0,6.616137584203319e-05,6.616356460108947e-05
0.08376776400682924,0.7017038286703837,1000.0,9.428542744227553e-05,9.428987258977759e-05
0.11937766417144383,0.7017038286703837,1000.0,0.00013436372160235965,0.00013437274921022167
0.17012542798525893,0.7017038286703837,1000.0,0.00019147662973661994,0.00019149496371544168
0.24244620170823308,0.7017038286703837,1000.0,0.0002728627503501002,0.0002728999841404519
0.34551072945922184,0.7017038286703837,1000.0,0.00038883488028729207,0.00038891049612420326
0.49238826317067413,0.7017038286703837,1000.0,0.0005540838254619596,0.0005542373865354664
0.7017038286703837,0.7017038286703837,1000.0,0.0007895333341325639,0.0007898451795334488
1.0,0.7017038286703837,1000.0,0.0011249772130277336,0.0011256104744790673
1e-06,1.0,1000.0,1.6041105110886633e-09,1.604110492901141e-09
1.4251026703029992e-06,1.0,1000.0,2.286022149355915e-09,2.2860221468944767e-09
2.030917620904735e-06,1.0,1000.0,3.257816238999567e-09,3.2578162659111076e-09
2.894266124716752e-06,1.0,1000.0,4.642722650771702e-09,4.6427226599064654e-09
4.124626382901348e-06,1.0,1000.0,6.616356462707529e-09,6.6163564601089335e-09
5.878016072274912e-06,1.0,1000.0,9.428987257642518e-09,9.42898725897774e-09
8.376776400682924e-06,1.0,1000.0,1.3437274959393619e-08,1.3437274921022133e-08
1.1937766417144358e-05,1.0,1000.0,1.9149496210957295e-08,1.9149496371544128e-08
1.7012542798525893e-05,1.0,1000.0,2.728999803913723e-08,2.7289998414045134e-08
2.424462017082331e-05,1.0,1000.0,3.889104882581762e-08,3.889104961242034e-08
3.455107294592218e-05,1.0,1000.0,5.542373715528015e-08,5.542373865354652e-08
4.9238826317067415e-05,1.0,1000.0,7.89845148174706e-08,7.89845179533447e-08
7.017038286703837e-05,1.0,1000.0,1.1256104115453525e-07,1.1256104744790672e-07
0.0001,1.0,1000.0,1.604110364539224e-07,1.6041104929011414e-07
0.00014251026703029993,1.0,1000.0,2.2860218851228353e-07,2.2860221468944774e-07
0.00020309176209047368,1.0,1000.0,3.2578157349583137e-07,3.2578162659111107e-07
0.0002894266124716752,1.0,1000.0,4.6427215816269296e-07,4.642722659906465e-07
0.0004124626382901352,1.0,1000.0,6.616354271127278e-07,6.61635646010894e-07
0.0005878016072274912,1.0,1000.0,9.428982813419751e-07,9.42898725897774e-07
0.0008376776400682924,1.0,1000.0,1.34372658933124e-06,1.3437274921022135e-06
0.001193776641714437,1.0,1000.0,1.9149478036606382e-06,1.9149496371544146e-06
0.0017012542798525892,1.0,1000.0,2.7289961176402144e-06,2.728999841404513e-06
0.002424462017082331,1.0,1000.0,3.889097398679375e-06,3.889104961242034e-06
0.003455107294592222,1.0,1000.0,5.542358506471778e-06,5.542373865354659e-06
0.004923882631706742,1.0,1000.0,7.898420602669987e-06,7.898451795334473e-06
0.00701703828670383,1.0,1000.0,1.1256041395069083e-05,1.125610474479066e-05
0.01,1.0,1000.0,1.6040976271280982e-05,1.604110492901141e-05
0.014251026703029992,1.0,1000.0,2.285996017625802e-05,2.2860221468944767e-05
0.02030917620904739,1.0,1000.0,3.257763199682184e-05,3.257816265911114e-05
0.028942661247167517,1.0,1000.0,4.642614887273577e-05,4.6427226599064654e-05
0.041246263829013564,1.0,1000.0,6.616137584203319e-05,6.616356460108947e-05
0.05878016072274912,1.0,1000.0,9.428542744227553e-05,9.428987258977742e-05
0.08376776400682924,1.0,1000.0,0.00013436372160235965,0.00013437274921022135
0.11937766417144383,1.0,1000.0,0.00019147662973661994,0.00019149496371544168
0.17012542798525893,1.0,1000.0,0.0002728627503501002,0.0002728999841404513
0.24244620170823308,1.0,1000.0,0.00038883488028729207,0.00038891049612420326
0.34551072945922184,1.0,1000.0,0.0005540838254619596,0.0005542373865354652
0.49238826317067413,1.0,1000.0,0.0007895333341325639,0.000789845179533447
0.7017038286703837,1.0,1000.0,0.0011249772130277336,0.0011256104744790673
1.0,1.0,1000.0,0.0016028245961310361,0.0016041104929011413
1e-06,1e-06,1000000.0,1.6041612482808887e-12,1.6041104929011414e-12
1.4251026703029992e-06,1e-06,1000000.0,2.28606023000566e-12,2.2860221468944764e-12
2.030917620904735e-06,1e-06,1000000.0,3.2578384434600594e-12,3.2578162659111077e-12
2.894266124716752e-06,1e-06,1000000.0,4.64273064437748e-12,4.6427226599064654e-12
4.124626382901348e-06,1e-06,1000000.0,6.61637411525362e-12,6.616356460108934e-12
5.878016072274912e-06,1e-06,1000000.0,9.429013125838992e-12,9.42898725897774e-12
8.376776400682924e-06,1e-06,1000000.0,1.3437251311643195e-11,1.3437274921022134e-11
1.1937766417144358e-05,1e-06,1000000.0,1.9149459795642088e-11,1.914949637154413e-11
1.7012542798525893e-05,1e-06,1000000.0,2.7289948079101123e-11,2.7289998414045135e-11
2.424462017082331e-05,1e-06,1000000.0,3.889100153031677e-11,3.8891049612420336e-11
3.455107294592218e-05,1e-06,1000000.0,5.542377667921983e-11,5.542373865354652e-11
